"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","DSC_TIPO_PENAL","ANO","MES","NUM_AUDIENCIAS"
N,SP,CRIME MILITAR - FURTO SIMPLES,2022,10,1
S,CE,CODIGO PENAL INJURIA REAL,,,1
S,BA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,7,1
N,SP,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2018,9,1
N,SP,"ADQUIRIR, POSSUIR OU ARMAZENAR MATERIAL PORNOGRAFICO C CRIANCA OU ADOLESCENTE",2015,11,1
N,DF,CRIME MILITAR - DESOBEDIENCIA,2022,10,1
S,PR,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,10,1
N,RS,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2022,8,2
S,,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2022,10,3
S,MG,VIOLACAO DE DOMICILIO,2022,10,2
N,MG,SEQUESTRO E CARCERE PRIVADO,2022,7,1
N,SP,PECULATO,2022,9,3
N,,VIOLACAO DE DIREITO AUTORAL,2022,10,1
N,MG,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2022,6,1
N,PA,LESAO CORPORAL,2022,5,1
S,MG,DESACATO,2022,9,1
S,MG,COACAO NO CURSO DO PROCESSO,2022,9,1
S,MG,DESOBEDIENCIA,2022,9,1
N,MS,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,6,2
N,PR,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,8,1
N,MG,ROUBO,2017,9,1
N,BA,FURTO QUALIFICADO,2022,7,1
S,BA,ROUBO AGRAVADO,2022,7,1
N,PE,IMPORTUNAÇÃO SEXUAL,2022,9,4
N,SC,FURTO SIMPLES,2022,6,2
N,MS,FURTO SIMPLES,2022,5,1
N,RJ,OMISSAO DE CAUTELA,,,1
S,RS,LESAO CORPORAL,2022,10,2
S,MS,LESAO CORPORAL,2022,9,1
N,TO,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2022,8,1
N,SP,FURTO SIMPLES,2017,5,2
N,SC,FEMINICIDIO,2022,6,1
S,GO,PERIGO PARA A VIDA OU SAUDE DE OUTREM,,,1
N,MS,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2020,8,1
N,MS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2020,10,3
N,SE,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,10,1
N,SC,HOMICIDIO QUALIFICADO,2021,9,1
N,SE,EXTORSAO,2022,9,1
N,,"FINANCIAR - ARTS. 33, CAPUT E  1° , E 34 DESTA LEI",1994,8,1
S,PE,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,10,1
N,MT,AMEACA,2022,7,2
S,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2021,9,1
N,RS,FALSIFICACAO DE SELO OU SINAL PUBLICO,2022,9,1
S,SP,FALSA IDENTIDADE,2016,3,1
N,AM,HOMICIDIO QUALIFICADO,2022,7,1
N,PA,DROGAS PARA O CONSUMO PESSOAL,2022,9,1
N,PB,FALSA IDENTIDADE,,,2
N,SP,AMEACA,2021,6,2
N,SP,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,8,1
N,PA,RECEPTACAO QUALIFICADA,2022,8,1
N,DF,APROPRIACAO COISA HAVIDA,,,1
N,AP,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,2,1
N,MG,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,6,1
S,AM,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,9,1
N,MG,INCENDIO CULPOSO,2012,2,1
S,SP,ROUBO,2022,6,4
N,,ABANDONO MATERIAL,2012,11,1
N,SC,RECEPTACAO QUALIFICADA,2022,9,4
S,MA,ROUBO COM RESULTADO DE MORTE,2022,10,1
N,CE,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,7,1
N,PE,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2022,9,1
N,MG,HOMICIDIO SIMPLES,2021,11,1
N,MS,FURTO SIMPLES,2022,6,2
N,,COACAO NO CURSO DO PROCESSO,2017,9,1
N,,DEIXAR DE PRESTAR SOCORRO EM ACIDENTE COM VITIMA,2022,9,1
N,PA,SEQUESTRO E CARCERE PRIVADO,2022,10,1
N,AC,"PRATICA DE ABUSO, MAUS TRATOS CONTRA ANIMAIS",2022,9,1
N,SP,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,8,1
N,SP,CODIGO PENAL INJURIA REAL,2022,8,1
N,SP,FURTO SIMPLES,2022,3,3
N,MS,RESISTENCIA,2022,9,1
N,MS,DANO QUALIFICADO,2022,7,1
N,AL,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2014,9,1
N,PB,PORTE ILEGAL DE ARMA BRANCA,2022,10,1
S,SC,DIRIGIR VEICULO SEM CNH,2022,9,1
N,RS,RECEPTACAO CULPOSA,2022,9,1
N,PE,FORNECER FOGOS ARTIFICIO A CRIANCA/ADOLESCENTE,,,1
N,PE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,4,1
N,CE,VIOLACAO SEXUAL MEDIANTE FRAUDE,2022,9,1
S,ES,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,9,1
S,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,7,1
N,RS,INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM,2022,9,2
N,SP,FRAUDE PARA PAGAMENTO POR MEIO DE CHEQUE,2022,10,1
S,RS,VIAS DE FATO,2022,9,1
N,TO,IMPORTUNAÇÃO SEXUAL,2022,9,2
S,PR,INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM,,,1
N,SP,DIRECAO PERIGOSA DE VEICULO OU EMBARCACAO,2022,9,1
N,MG,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2020,3,1
N,TO,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,9,1
N,PE,AMEACA,2022,3,1
N,GO,USO DE DOCUMENTO FALSO,2014,9,1
N,CE,ABUSO DE INCAPAZES,2022,9,1
S,PR,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,9,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2015,11,2
N,SP,AMEACA,2015,6,1
N,SP,CODIGO PENAL INJURIA REAL,2015,6,1
N,PR,CRIME MILITAR - FURTO SIMPLES,2020,10,1
N,RS,FEMINICIDIO,2022,7,1
N,PB,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,9,1
N,PI,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,8,1
N,PB,ESTUPRO DE VULNERAVEL,2021,8,1
S,MG,CONSTRANGIMENTO ILEGAL,2022,9,1
N,ES,DISPARO DE ARMA DE FOGO,,,5
S,AL,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,10,1
N,RS,"SUPRIMIR, ALTERAR QQ SINAL IDENTIFICADOR DE ARMA DE FOGO",2022,10,2
N,CE,FURTO SIMPLES,2022,12,31
S,,RESISTENCIA,2022,12,6
N,SP,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2022,12,23
N,,ROUBO AGRAVADO,2022,11,165
N,,HOMICIDIO SIMPLES,2022,11,67
N,SP,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,11,20
N,RO,FEMINICIDIO,,,2
N,RS,HOMICIDIO SIMPLES,2022,11,19
N,MT,INJURIA,2022,10,2
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,11,905
N,CE,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,11,28
N,AM,HOMICIDIO SIMPLES,2022,11,2
N,PA,RECEPTACAO,2022,12,9
N,SC,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,12,100
N,SP,ROUBO AGRAVADO,2022,12,181
N,RS,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,11,59
N,GO,HOMICIDIO SIMPLES,2022,12,30
N,RS,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,12,47
N,MG,DANO QUALIFICADO,2022,11,7
N,PR,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,12,93
N,RS,RECEPTACAO,2022,12,33
N,MG,DOCUMENTO FALSO OU INEXATO,,,1
N,SP,CRIME MILITAR - FALSIFICACAO DE DOCUMENTO,,,1
N,,LESAO CORPORAL,2022,11,46
S,MG,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,11,46
N,BA,DANO QUALIFICADO,2022,11,1
N,,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,74
N,,SEQUESTRO E CARCERE PRIVADO,2022,12,17
N,SP,"OCULTAR/DISSIMULAR NATUREZA, ORIGEM BENS/DIREITOS/VALORES",2021,12,5
N,SP,USO DE DOCUMENTO FALSO,2021,12,5
N,SE,ROUBO,2022,12,22
N,SE,RESISTENCIA,2022,12,1
N,SP,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2021,10,1
N,SP,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,11,1
S,CE,HOMICIDIO SIMPLES,2022,7,1
N,MS,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,12,11
N,RS,HOMICIDIO CULPOSO,2022,12,5
N,MS,CAUSAR POLUICAO ATMOSFERICA QUE CAUSE DANOS A SAUDE,2022,11,1
N,PA,AMEACA,2022,11,51
S,SP,ROUBO COM RESULTADO DE MORTE,2022,10,1
N,SP,VIOLACAO DE DOMICILIO,2022,12,27
N,AL,ESTUPRO DE VULNERAVEL,2022,7,1
N,RS,RECEPTACAO,2022,11,43
N,RS,ALICIAR CRIANCA PARA A PRATICA DE ATO LIBIDINOSO,2022,11,1
N,PA,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,11,5
N,PA,LESAO CORPORAL DE NATUREZA GRAVE,2022,11,3
N,PA,LESAO CORPORAL,2022,11,6
N,GO,RECEPTACAO QUALIFICADA,2022,12,6
N,GO,LESAO CORPORAL,2022,11,8
N,MS,HOMICIDIO SIMPLES,2022,12,2
N,SC,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2018,10,1
N,SP,IMPORTUNAÇÃO SEXUAL,2022,11,19
N,MA,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,11,9
N,SP,"CP, ART 312: PECULATO",,,5
N,PI,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,16
N,AL,FURTO DE COISA COMUM,2022,11,1
N,RR,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,11,1
N,GO,ROUBO,2022,12,31
N,SC,ESTUPRO DE VULNERAVEL,2012,10,1
N,PI,RECEPTACAO,2022,12,18
N,RN,DANO,2022,12,7
N,SP,DEPOSITO/USO SUBSTANCIA TOXICA S/ LICENCA,2022,12,1
N,PI,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,11,7
N,PA,DANO,2022,11,8
N,CE,FALSIFICACAO DE DOCUMENTO PUBLICO,2022,11,8
N,PB,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,11,11
N,CE,PORTE ILEGAL DE ARMA BRANCA,2022,11,2
S,CE,"CP, ART 329: RESISTÊNCIA",2022,4,1
S,RO,HOMICIDIO QUALIFICADO,2022,11,1
N,AM,FURTO QUALIFICADO,2022,11,9
S,TO,ESTUPRO DE VULNERAVEL RESULTADO LESAO CORPORAL GRAVE,,,1
N,AP,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,12,3
N,AP,CORRUPCAO ATIVA,2022,12,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2014,7,1
S,SP,VIOLACAO DE DOMICILIO,2022,11,2
N,RN,LESAO CORPORAL,2022,12,1
N,SC,NAO POSSUIR PERMISSAO OU CNH,2022,11,1
N,SC,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,12,39
N,GO,ESTELIONATO,2022,11,7
N,MA,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,11,4
N,SP,DESOBEDIENCIA,2022,11,18
N,TO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,11,19
N,AP,ESTUPRO DE VULNERAVEL,2022,11,7
S,RS,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,12,3
S,PI,AMEACA,2022,12,3
N,PE,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2022,10,1
N,MG,EMBRIAGUEZ,2022,12,2
N,PA,ROUBO AGRAVADO,2022,12,27
N,SP,FALSIFICACAO DE PRODUTO TERAPEUTICO / MEDICINAL,2022,11,9
N,MG,IMPORTUNAÇÃO SEXUAL,2022,11,7
N,RS,CODIGO PENAL INJURIA REAL,2022,12,4
N,MA,ROUBO,2022,12,11
N,BA,RECEPTACAO,2022,12,12
N,AM,CRIME MILITAR - DESOBEDIENCIA,2022,9,2
N,BA,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,8
S,,FURTO QUALIFICADO,2022,11,19
N,SP,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2022,12,16
N,AM,ROUBO,2022,12,8
N,PI,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2022,11,3
N,PA,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2022,11,1
N,RS,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,11,6
N,RS,DESOBEDIENCIA,2022,11,4
N,BA,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,1
N,PB,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,11,32
N,PR,DANO,2022,12,13
S,,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,6
N,SE,DIRECAO SEM HABILITACAO VEICULO OU EMBARCACAO,2022,11,1
S,AM,ROUBO,2022,11,3
N,MG,FURTO QUALIFICADO,2021,6,2
N,SP,AMEACA,2021,7,1
N,DF,INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM,,,9
N,SP,USO DE DOCUMENTO FALSO,2022,2,2
N,PR,LAVRAR ATO NOTARIAL QUE ENVOLVA PESSOA IDOSA,2022,11,1
N,SC,FURTO SIMPLES,2022,12,54
S,MS,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,10,4
N,,"PROMOVER TUMULTO, PRATICAR OU INCITAR A VIOLÊNCIA NUM RAIO DE 5.000 (CINCO MIL) METROS AO REDOR DO L",2022,10,2
N,CE,FALSIFICACAO DE DOCUMENTO PUBLICO,2022,12,2
N,GO,FALSIFICACAO DE PRODUTO TERAPEUTICO / MEDICINAL,2022,12,1
S,MT,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,12,6
N,RS,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2022,12,10
N,,DESTRUICAO SUBTRACAO OU OCULTACAO DE CADAVER,2022,12,1
N,PE,FURTO QUALIFICADO,2022,12,17
N,AC,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,12,3
N,PR,HOMICIDIO QUALIFICADO,2021,12,1
N,MS,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,12,4
N,SE,ESTELIONATO,2022,11,2
N,SC,HOMICIDIO SIMPLES,2022,1,3
S,MA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,11,2
S,PI,ASSOCIAÇAO CRIMINOSA,2022,11,9
S,RS,TRAFICO SUBSTANCIA ENTORPECENTE,2022,12,1
N,MG,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,12,54
N,RO,ROUBO AGRAVADO,2022,12,8
N,BA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,11,23
N,AP,ROUBO AGRAVADO,2022,12,3
S,AC,DIRIGIR VEICULO SEM CNH,2022,10,1
N,RJ,ROUBO,2022,10,4
N,RS,ROUBO AGRAVADO,2022,12,23
S,,PROVOCACAO DE TUMULTO,,,3
N,SC,RESISTENCIA,2022,12,5
S,GO,DESOBEDIENCIA,2022,12,4
N,AC,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,12,9
N,PE,FALSIDADE IDEOLOGICA,2019,2,3
S,PI,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,12,7
N,SP,ABORTO PROVOCADO POR TERCEIRO COM CONSENTIMENTO,2022,12,2
S,SC,RECEPTACAO,2022,12,1
N,PR,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,12,5
N,AC,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2022,11,5
N,SC,HOMICIDIO QUALIFICADO,2007,9,1
N,MA,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,12,4
N,PA,ESTUPRO DE VULNERAVEL RESULTADO LESAO CORPORAL GRAVE,2022,12,1
N,SE,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,12,2
S,CE,VIAS DE FATO,2022,12,1
N,SC,INJURIA,2022,12,21
N,PA,ESTUPRO DE VULNERAVEL,2017,12,1
N,GO,USO DE DOCUMENTO FALSO,2022,11,4
N,MT,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,8,1
S,GO,FALSIFICACAO DE PRODUTO TERAPEUTICO / MEDICINAL,2022,11,2
S,TO,HOMICIDIO QUALIFICADO,2022,11,1
N,CE,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,12,28
N,GO,DROGAS PARA O CONSUMO PESSOAL,2022,11,5
N,AL,FURTO QUALIFICADO,2022,12,6
N,TO,VIAS DE FATO,2022,11,1
N,RN,HOMICIDIO SIMPLES,2022,12,3
N,,RECEPTACAO QUALIFICADA,2022,12,10
N,SC,CONSTRANGIMENTO ILEGAL,2022,11,2
N,,FEMINICIDIO,2022,11,6
S,,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,11,8
N,SC,DROGAS PARA O CONSUMO PESSOAL,2022,11,2
S,PR,FURTO QUALIFICADO,2022,11,7
S,GO,HOMICIDIO SIMPLES,,,7
S,SP,AMEACA,2022,11,10
N,SP,RECEPTACAO CULPOSA,,,1
N,GO,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2022,11,3
S,PR,RESISTENCIA,2022,12,5
N,AC,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,11,9
N,RN,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,11,1
N,CE,FRAUDE PARA PAGAMENTO POR MEIO DE CHEQUE,,,2
N,PI,VIOLACAO DE DOMICILIO,2022,11,3
N,RO,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,11,3
N,MG,INJURIA,2022,11,8
N,MG,INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM,2022,11,2
N,PB,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,12,17
N,AP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,12,7
N,RS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,4,2
N,RO,ROUBO,2021,8,1
N,PB,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",,,4
N,SP,IMPORTUNAÇÃO SEXUAL,2022,12,14
S,PI,ROUBO AGRAVADO,2022,11,10
N,MG,MOEDA FALSA,2022,12,3
N,TO,CRIME MILITAR - INJURIA,,,1
N,TO,CRIME MILITAR - AMEACA,,,1
S,AM,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",,,2
S,PA,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,2
S,RO,AMEACA,2022,11,2
N,CE,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2022,11,1
N,SP,ESTELIONATO,2022,12,22
S,MG,SEQUESTRO E CARCERE PRIVADO,2022,10,1
N,,INCENDIO,2022,11,7
N,SP,AMEACA,2021,2,4
S,PA,ROUBO AGRAVADO,2022,11,4
N,,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2003,12,1
N,,DANO QUALIFICADO,2022,12,15
N,PR,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2021,11,1
N,PI,FALSA IDENTIDADE,2022,11,2
N,RS,OMISSAO DE SOCORRO,2022,12,1
N,TO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,12,9
N,,FURTO DE COISA COMUM,2022,11,3
N,PI,DISPARO DE ARMA DE FOGO,2022,11,2
N,MA,HOMICIDIO CULPOSO,2022,10,1
N,SC,FORNECER PRODUTOS  DE DEPENDENCIA FISICA/QUIMICA,2022,11,3
N,TO,ROUBO,2022,10,4
N,PI,INJURIA,2022,12,4
N,SP,"CP, ART 334: CONTRABANDO OU DESCAMINHO",2022,12,8
N,ES,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,12,7
N,SC,ACAO DE ALEIMENTOS E OUTRAS PROVIDENCIAS,2022,11,1
S,CE,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,11,1
N,CE,DANO QUALIFICADO,2022,12,3
N,ES,FURTO QUALIFICADO,2022,11,3
N,MA,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,11,5
N,CE,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,4,1
N,PA,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,12,10
N,AL,DISPARO DE ARMA DE FOGO,,,1
N,AM,CRIME MILITAR - FURTO QUALIFICADO,2022,10,3
N,RS,ESTELIONATO,2022,11,3
S,AM,HOMICIDIO SIMPLES,2022,11,2
N,RS,RECEPTACAO CULPOSA,2022,10,2
N,PI,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,11,1
N,,FURTO QUALIFICADO,2002,5,1
N,GO,DROGAS PARA O CONSUMO PESSOAL,2022,12,3
N,PB,LESAO CORPORAL,2022,11,2
S,RO,DANO QUALIFICADO,2022,12,1
N,RS,LESAO CORPORAL,2022,12,12
N,SP,"ART. 313-B. MODIFICAR OU ALTERAL, O FUNCIONÁRIO, SISTEMA DE INFORMAÇÃO OU PROGRAMA DE INFORMÁTICA SEM AUTORIZAÇÃO OU SOLICITAÇÃO DE AUTORIDADE COMPETENTE.",,,1
S,MA,DANO QUALIFICADO,2022,10,2
N,CE,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,11,9
N,GO,,2022,11,2
N,AL,HOMICIDIO QUALIFICADO,2022,12,15
N,SP,ABANDONO DE INCAPAZ,2022,12,2
N,PE,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,12,15
S,ES,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,11,1
S,ES,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,11,1
S,BA,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,6
